timestamp,device_id,device_type,cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,label
56:32.5,sensor_37,sensor,87.15,37.66,740,380,257,190.99,9,8,1,7.93,Normal
56:33.5,thermostat_32,thermostat,54.18,50.93,878,1231,901,120.2,8,10,0,10.95,Anomaly_Spoofing
56:34.5,smart_light_8,smart,83.96,78.71,590,981,872,204.66,1,7,1,7.2,Normal
56:35.5,smart_light_36,smart,39.23,70.51,471,1342,550,301.35,8,2,1,2.69,Normal
56:36.5,thermostat_17,thermostat,11.44,14.25,55,1052,248,431.56,8,5,1,7.12,Normal
56:37.5,thermostat_5,thermostat,25.59,47.41,1225,1030,30,23.43,2,3,0,6.74,Normal
56:38.5,thermostat_44,thermostat,52.95,71.32,222,237,864,463.53,5,3,0,15.7,Normal
56:39.5,thermostat_17,thermostat,37.41,80.97,1358,1275,17,271.18,1,4,1,13.55,Normal
56:40.5,smart_light_9,smart,24.68,57.96,155,1137,727,22.21,8,0,1,3.28,Normal
56:41.5,thermostat_2,thermostat,18.74,47.52,889,163,308,215.74,9,7,1,5.03,Normal
56:42.5,smart_light_44,smart,30.84,59.45,1093,26,138,191.69,6,10,1,2.68,Normal
56:43.5,sensor_23,sensor,38.56,16.02,860,645,789,295.47,6,10,1,13.42,Normal
56:44.5,smart_light_49,smart,57.17,11.21,1249,1375,536,73.84,6,8,1,7.27,Anomaly_DoS
56:45.5,sensor_7,sensor,15.86,74.07,1070,1209,797,191.69,5,1,0,4.67,Normal
56:46.5,sensor_49,sensor,70.39,49.3,978,541,680,342.18,7,7,1,3.11,Normal
56:47.5,smart_light_23,smart,59.89,75.96,150,1441,211,469.54,8,2,0,15.4,Normal
56:48.5,thermostat_13,thermostat,26.75,26.23,396,1217,191,298.8,7,4,1,9.21,Normal
56:49.5,smart_light_10,smart,77.26,52.16,896,1018,846,22.22,4,8,0,19.26,Normal
56:50.5,thermostat_12,thermostat,17.89,27.51,860,1288,101,21.93,7,9,1,11.95,Normal
56:51.5,sensor_26,sensor,31.68,81.82,843,998,381,462.36,3,3,1,14.98,Anomaly_Injection
56:52.5,sensor_15,sensor,19.33,50.33,870,290,327,105.77,8,2,1,13.14,Anomaly_DoS
56:53.5,camera_45,camera,45.71,51.7,522,648,621,121.51,2,3,1,18.89,Normal
56:54.5,sensor_32,sensor,28.95,47.14,1144,838,636,98.45,4,9,0,13.8,Normal
56:55.5,camera_36,camera,26.78,46.27,887,1186,220,489.48,9,6,1,0.25,Normal
56:56.5,sensor_16,sensor,39.44,15.09,482,914,610,66.4,7,1,0,16.93,Normal
56:57.5,smart_light_7,smart,60.49,33.25,13,976,679,360.2,1,4,1,10.33,Normal
56:58.5,thermostat_45,thermostat,43.07,67.55,1086,1426,898,287.84,9,3,1,3,Normal
56:59.5,thermostat_1,thermostat,10.57,18.09,539,1135,386,394.69,7,6,1,15.89,Anomaly_Spoofing
57:00.5,camera_8,camera,24.98,48.7,1071,433,838,394.07,2,0,0,4.36,Normal
57:01.5,sensor_48,sensor,28.99,75.89,288,936,69,285.2,2,9,1,11.51,Normal
57:02.5,smart_light_40,smart,39.42,55.43,597,1282,758,425.46,2,3,0,2.98,Normal
57:03.5,camera_48,camera,54.59,75.46,174,358,747,243.37,6,7,1,11.84,Anomaly_DoS
57:04.5,thermostat_21,thermostat,42.99,62.93,1279,1362,51,285.73,1,4,1,18.02,Anomaly_Injection
57:05.5,sensor_48,sensor,44.34,77.54,289,251,908,470.42,7,10,1,4.44,Normal
57:06.5,thermostat_26,thermostat,23.76,66.1,955,1309,280,161.77,7,8,1,5.36,Normal
57:07.5,camera_47,camera,46.99,49.01,1007,523,859,213.12,1,9,0,1.34,Normal
57:08.5,camera_1,camera,87.73,56.65,741,1305,718,107.07,1,0,1,19.64,Normal
57:09.5,smart_light_2,smart,60.34,45.78,1417,560,723,341.65,7,5,0,13.54,Normal
57:10.5,camera_13,camera,10.83,71.82,1385,679,562,175.86,8,9,0,14.73,Normal
57:11.5,camera_13,camera,69.08,65.12,335,177,314,296.18,4,7,0,4.98,Normal
57:12.5,smart_light_33,smart,11.78,19.08,166,1435,779,78.92,5,7,1,13.09,Normal
57:13.5,sensor_47,sensor,86.88,30.17,403,856,858,154.22,2,3,1,5.32,Normal
57:14.5,sensor_6,sensor,45.93,37,1293,1414,381,415.24,1,2,1,11.07,Anomaly_DoS
57:15.5,camera_25,camera,76.54,41.4,223,433,494,424.88,7,6,1,1.67,Anomaly_Injection
57:16.5,sensor_39,sensor,53.69,75.43,869,106,824,455.25,4,5,1,6.2,Anomaly_DoS
57:17.5,sensor_35,sensor,53.47,83.81,1257,1218,197,449.68,6,5,0,18.34,Normal
57:18.5,smart_light_25,smart,62.14,72.56,256,1062,260,101.07,6,9,1,12.05,Normal
57:19.5,sensor_31,sensor,49.25,16.68,374,360,317,321.47,4,10,1,19.37,Normal
57:20.5,smart_light_4,smart,11.27,26.19,864,1320,38,444.13,5,3,0,15.71,Normal
57:21.5,camera_17,camera,85.89,26.16,885,1326,845,270.06,9,0,1,14.17,Normal
57:22.5,smart_light_2,smart,51.93,14.34,736,638,308,472.59,9,2,0,6.75,Normal
57:23.5,thermostat_4,thermostat,44.86,66.39,1254,174,493,458.96,6,8,0,10.86,Anomaly_DoS
57:24.5,smart_light_10,smart,67.44,59.61,1413,1369,400,35.37,3,9,0,4.06,Normal
57:25.5,camera_6,camera,20.52,76.6,1067,58,920,453.44,9,6,1,16.6,Normal
57:26.5,sensor_13,sensor,16.31,56.71,133,1072,201,469.19,9,0,0,11.89,Normal
57:27.5,thermostat_25,thermostat,70.21,74.36,589,872,180,493.04,9,4,0,9.67,Anomaly_Spoofing
57:28.5,camera_16,camera,54.27,42.75,12,352,106,174.99,3,5,0,15.23,Normal
57:29.5,camera_18,camera,50.38,71.27,957,987,876,426.65,1,2,1,11.57,Normal
57:30.5,thermostat_5,thermostat,43.05,54.97,1295,27,15,50.03,8,5,0,7.07,Normal
57:31.5,sensor_22,sensor,39.7,35.91,354,67,906,131.78,9,8,1,19.11,Normal
57:32.5,sensor_50,sensor,56.13,37.92,1151,47,929,215.8,3,10,1,2.54,Anomaly_Spoofing
57:33.5,sensor_3,sensor,86.41,70.83,1088,1397,960,148.85,8,3,0,15.34,Anomaly_DoS
57:34.5,camera_42,camera,54.59,21.28,1411,479,580,29.3,4,2,0,12.34,Normal
57:35.5,thermostat_21,thermostat,40.48,45.78,296,531,724,485.46,5,7,0,13.72,Normal
57:36.5,camera_6,camera,88.1,68.11,25,1403,867,150.13,2,3,1,17.98,Anomaly_Spoofing
57:37.5,sensor_31,sensor,65.1,27.77,1073,904,312,287.25,5,1,0,10.2,Normal
57:38.5,thermostat_39,thermostat,51.39,10.03,410,651,131,379.6,8,1,0,16.36,Normal
57:39.5,smart_light_48,smart,46.77,61.8,124,307,51,483.41,6,2,1,3.5,Normal
57:40.5,camera_21,camera,66.6,46.68,657,1371,709,351.52,1,8,0,1.84,Normal
57:41.5,camera_36,camera,63.15,21.74,685,859,391,60.87,7,5,1,17.7,Normal
57:42.5,smart_light_49,smart,22.93,74.06,1185,850,598,332.75,5,10,0,16.89,Anomaly_DoS
57:43.5,sensor_8,sensor,47.93,51.03,64,278,904,78.35,9,9,0,12.72,Normal
57:44.5,smart_light_39,smart,83.61,71.07,1299,791,826,241.05,1,0,0,13.03,Normal
57:45.5,camera_23,camera,68.28,17.62,1225,122,444,254.2,1,3,1,1.32,Normal
57:46.5,camera_19,camera,46.05,33.34,1225,626,109,95.78,7,7,1,19,Normal
57:47.5,camera_48,camera,79.57,19.71,34,49,557,253.23,1,8,1,1.14,Anomaly_DoS
57:48.5,smart_light_29,smart,89.98,82.37,198,254,900,263.57,9,1,0,10.41,Normal
57:49.5,camera_33,camera,56.18,26.51,1315,1239,340,313.94,4,10,1,9.28,Normal
57:50.5,thermostat_41,thermostat,78.28,41.16,1262,1440,419,441.22,3,0,1,0.06,Normal
57:51.5,sensor_49,sensor,16.76,65.28,159,1409,867,267.13,6,3,0,13.89,Normal
57:52.5,sensor_46,sensor,68.52,46.84,476,1366,51,190.92,6,4,1,17.82,Normal
57:53.5,sensor_1,sensor,15.94,59.42,735,1032,320,361.14,2,3,0,15.51,Anomaly_DoS
57:54.5,thermostat_13,thermostat,69.95,81.01,268,1085,326,155.29,4,7,1,5.7,Anomaly_Spoofing
57:55.5,smart_light_12,smart,29.86,67.63,1052,172,562,178.88,9,3,0,8.5,Normal
57:56.5,sensor_23,sensor,13.25,34.88,475,18,490,454.78,8,9,0,13.69,Normal
57:57.5,smart_light_17,smart,37.48,27.4,520,193,103,295.78,8,6,0,1.99,Normal
57:58.5,sensor_16,sensor,36.81,19.21,472,1247,39,330.66,1,3,1,8.53,Anomaly_Injection
57:59.5,sensor_49,sensor,47.92,40.11,959,1460,270,312.69,4,5,0,19.99,Normal
58:00.5,thermostat_49,thermostat,86.08,17.01,1460,1110,992,390.06,2,0,1,15.01,Normal
58:01.5,thermostat_14,thermostat,68.13,22.51,1132,1015,994,316.99,4,10,1,19.08,Normal
58:02.5,sensor_39,sensor,60.23,36.15,41,1137,123,463.36,9,6,0,4.73,Normal
58:03.5,thermostat_45,thermostat,19.02,54.65,328,817,417,400.17,9,2,0,9.14,Normal
58:04.5,smart_light_34,smart,64.8,35.64,1295,65,496,104.85,2,5,0,10.66,Normal
58:05.5,sensor_48,sensor,34.62,44.43,465,688,289,405.7,6,1,0,3.23,Normal
58:06.5,smart_light_28,smart,10.68,11.31,638,478,265,319,8,1,0,1.27,Normal
58:07.5,sensor_49,sensor,18.8,37.66,667,598,640,61.86,5,1,1,16.23,Normal
58:08.5,sensor_24,sensor,84.28,52.03,216,1093,797,114.22,7,4,1,18.61,Normal
58:09.5,thermostat_23,thermostat,67.51,41.17,669,128,528,405.29,9,8,0,7.99,Normal
58:10.5,smart_light_39,smart,44.83,14.11,1164,1077,405,360.45,6,10,0,15.38,Normal
58:11.5,smart_light_28,smart,35.13,58.81,942,144,284,432.9,2,10,0,7.59,Normal
58:12.5,sensor_28,sensor,28.02,20.51,213,528,804,483.83,6,3,0,12.7,Normal
58:13.5,smart_light_16,smart,72.3,59.64,1273,1327,629,275.87,4,10,0,9.23,Anomaly_DoS
58:14.5,thermostat_32,thermostat,37.64,42.02,1350,1458,364,125.88,1,4,1,16.74,Normal
58:15.5,camera_4,camera,79.65,43.79,818,1112,378,116.72,2,7,1,4.7,Normal
58:16.5,thermostat_22,thermostat,61.63,36.08,1302,140,419,143.34,8,0,0,16.12,Normal
58:17.5,camera_19,camera,88.74,18.95,1175,197,159,38.81,5,10,0,2.52,Normal
58:18.5,camera_16,camera,37.87,30.71,1464,990,413,441.66,1,1,0,6.69,Normal
58:19.5,sensor_44,sensor,51.17,14.04,227,1343,183,462.4,1,6,1,17.76,Anomaly_DoS
58:20.5,camera_11,camera,46.3,52.99,429,417,494,190.79,1,7,1,7.07,Normal
58:21.5,camera_26,camera,30.38,73.72,1259,220,731,236.4,8,9,1,5.48,Normal
58:22.5,thermostat_2,thermostat,17.05,70.04,1303,1262,332,34.82,2,7,1,18.39,Normal
58:23.5,sensor_37,sensor,39.13,76.02,1471,599,777,101.17,4,9,1,14.1,Normal
58:24.5,smart_light_29,smart,26.57,33.98,850,1039,360,200.87,1,2,1,19.68,Normal
58:25.5,camera_26,camera,58.98,49.77,324,737,450,144.11,5,3,1,4.07,Anomaly_DoS
58:26.5,sensor_9,sensor,66.82,78.16,13,838,733,455.45,4,4,1,18.14,Anomaly_DoS
58:27.5,smart_light_10,smart,76.04,49.39,392,982,264,187.45,5,3,1,9.96,Normal
58:28.5,smart_light_36,smart,25.13,62.04,1487,373,556,238.26,3,4,1,8.4,Normal
58:29.5,thermostat_15,thermostat,68.62,41.11,765,721,557,159.77,5,8,1,2.7,Normal
58:30.5,sensor_6,sensor,69.31,18.32,1179,1240,23,418.8,6,6,1,1.94,Normal
58:31.5,camera_12,camera,89.83,56.16,607,1328,46,364.32,2,6,1,11.05,Normal
58:32.5,camera_39,camera,17.68,60.94,702,19,76,357.46,4,7,1,13.44,Normal
58:33.5,thermostat_7,thermostat,41.19,37.13,1283,1283,920,415.05,2,10,1,1.33,Anomaly_DoS
58:34.5,thermostat_38,thermostat,14.67,83.52,756,181,546,360.94,1,7,1,6.93,Normal
58:35.5,sensor_24,sensor,25.03,83.16,484,1038,918,434.33,4,7,1,6.22,Normal
58:36.5,sensor_33,sensor,74.74,25.39,1078,1254,849,24.28,5,9,0,7.15,Anomaly_Injection
58:37.5,smart_light_23,smart,88.31,50.81,646,374,846,173.3,8,5,0,17.83,Normal
58:38.5,camera_44,camera,14.65,48.25,636,595,374,275.35,2,9,1,17.43,Anomaly_DoS
58:39.5,sensor_10,sensor,54.64,36.03,372,928,787,231.61,9,4,1,10.71,Normal
58:40.5,thermostat_1,thermostat,88.31,82.2,903,876,110,466.05,8,0,1,10.01,Normal
58:41.5,thermostat_11,thermostat,34.51,72.89,444,817,202,406.17,7,0,0,5.84,Normal
58:42.5,smart_light_27,smart,19.39,23.28,928,233,323,422.82,1,8,1,11.62,Normal
58:43.5,thermostat_44,thermostat,41.99,19.02,769,779,381,46.55,2,4,0,8.09,Anomaly_DoS
58:44.5,thermostat_6,thermostat,32.18,22.04,735,602,666,289.01,2,0,0,13.75,Anomaly_DoS
58:45.5,camera_37,camera,47.23,18.51,37,943,620,413.83,7,6,1,17.55,Normal
58:46.5,smart_light_50,smart,33.39,40.99,102,622,223,406.55,6,2,0,15.63,Normal
58:47.5,sensor_12,sensor,57.4,54.85,360,1008,148,152.4,2,8,0,18.99,Normal
58:48.5,thermostat_36,thermostat,81.85,75.61,1440,922,895,160.09,4,5,0,9.34,Normal
58:49.5,smart_light_36,smart,17.15,71.85,187,1201,922,292.56,2,7,1,8.73,Normal
58:50.5,camera_1,camera,21.11,18.93,1136,595,5,43.26,8,8,1,12.39,Anomaly_DoS
58:51.5,smart_light_26,smart,77.56,30.53,478,929,666,32.73,9,6,1,15.98,Normal
58:52.5,smart_light_44,smart,20.55,10.77,1156,1355,325,173.99,5,7,0,13.49,Normal
58:53.5,sensor_22,sensor,61.81,66.45,179,784,508,475.93,9,7,1,15.01,Anomaly_DoS
58:54.5,thermostat_43,thermostat,80.15,65.92,1083,331,619,459.71,7,0,1,12.09,Anomaly_Spoofing
58:55.5,camera_16,camera,30.65,60.9,527,107,243,206.83,9,2,0,15.2,Anomaly_Spoofing
58:56.5,thermostat_30,thermostat,32.37,67.18,542,915,765,375.6,2,2,1,16.51,Normal
58:57.5,thermostat_3,thermostat,83.84,27.51,500,1407,983,237.68,1,9,1,18.66,Normal
58:58.5,camera_33,camera,12.03,34.77,143,772,42,128.2,5,10,0,1.48,Normal
58:59.5,camera_7,camera,48.43,29.88,407,1406,691,466.15,6,9,1,18.14,Normal
59:00.5,thermostat_41,thermostat,76.99,84.84,759,1047,164,470.96,4,4,1,18.33,Normal
59:01.5,camera_11,camera,18.06,48.64,12,629,87,235.61,6,1,0,17.05,Normal
59:02.5,thermostat_34,thermostat,33.63,52.51,109,1371,454,141.24,5,4,1,9.63,Normal
59:03.5,thermostat_41,thermostat,69.46,83.09,287,91,657,444.6,6,10,1,1.6,Normal
59:04.5,camera_7,camera,43.74,59.1,498,1268,228,194.96,9,8,1,11.47,Normal
59:05.5,sensor_19,sensor,10.5,28.3,1132,87,993,450.99,3,9,1,17.91,Normal
59:06.5,thermostat_4,thermostat,65.96,41.9,302,308,596,219.71,6,5,1,6.61,Normal
59:07.5,smart_light_42,smart,28.41,72.74,1380,1060,165,64.31,5,2,1,11.01,Anomaly_DoS
59:08.5,camera_40,camera,61.14,77.96,973,1375,122,360.44,9,5,0,9.26,Normal
59:09.5,smart_light_42,smart,87.4,51.44,1415,1125,460,36.46,6,2,1,5.09,Normal
59:10.5,sensor_7,sensor,33.09,11.48,840,441,982,379.52,4,3,0,5.89,Normal
59:11.5,smart_light_2,smart,67.2,29.07,677,248,257,67.22,4,0,0,18.54,Normal
59:12.5,smart_light_48,smart,18.07,42.8,454,550,772,228.82,6,5,1,19.44,Normal
59:13.5,smart_light_30,smart,59.32,35.3,602,1046,695,196.69,7,5,1,11.01,Normal
59:14.5,smart_light_37,smart,88.43,78.11,1237,61,383,295.18,5,9,1,15.27,Normal
59:15.5,camera_3,camera,82.73,69.04,338,733,396,387.78,9,3,0,5.74,Normal
59:16.5,smart_light_42,smart,49.11,64.89,84,1444,800,280.53,8,9,1,16.73,Normal
59:17.5,camera_15,camera,49.51,43.01,1258,1290,128,455.76,3,2,1,13.34,Anomaly_Spoofing
59:18.5,camera_14,camera,66.74,30.98,463,1062,179,432.04,3,6,0,7.02,Normal
59:19.5,sensor_4,sensor,31.33,28.4,1468,387,580,377.78,1,7,1,17.63,Normal
59:20.5,camera_16,camera,22.23,54.1,965,948,734,466.99,9,7,1,11.56,Anomaly_Spoofing
59:21.5,smart_light_25,smart,39.59,34.11,1331,1281,299,93.13,8,1,1,12.17,Normal
59:22.5,thermostat_18,thermostat,35.05,55.8,108,293,548,278.8,3,0,1,19.64,Normal
59:23.5,sensor_40,sensor,42.99,63.14,395,642,832,427.33,2,8,1,7.09,Normal
59:24.5,sensor_11,sensor,26.25,76.77,1133,849,651,458.79,3,8,0,0.27,Anomaly_DoS
59:25.5,smart_light_7,smart,12.11,13.5,201,860,981,221.56,7,2,0,15.84,Normal
59:26.5,thermostat_3,thermostat,74.11,43.25,829,499,689,203.78,3,10,0,12.55,Normal
59:27.5,thermostat_12,thermostat,37.3,40.6,1069,1281,437,270.66,7,8,0,4.5,Normal
59:28.5,sensor_20,sensor,43.2,70.86,1342,970,396,310.84,2,6,1,0.59,Normal
59:29.5,smart_light_18,smart,15.97,18.11,346,697,236,300.82,9,1,0,9.96,Normal
59:30.5,thermostat_47,thermostat,70.55,31.93,1444,381,598,492,8,8,1,19.84,Anomaly_Spoofing
59:31.5,sensor_28,sensor,40.38,15.82,372,1436,373,79.89,6,8,1,10.01,Normal
59:32.5,camera_5,camera,15,43.97,952,356,128,435.1,6,9,1,3.11,Normal
59:33.5,smart_light_12,smart,60.33,65.14,900,183,129,41.67,3,3,0,1.19,Normal
59:34.5,sensor_50,sensor,74.42,11.16,875,1216,895,216.54,6,6,0,19.02,Normal
59:35.5,thermostat_5,thermostat,63.73,77.58,1029,111,200,471.42,8,8,1,8.45,Normal
59:36.5,smart_light_37,smart,22.89,21.79,1358,257,389,452.39,1,3,1,12.61,Anomaly_DoS
59:37.5,smart_light_46,smart,38.05,18.08,855,732,103,148.26,7,8,0,15.12,Normal
59:38.5,smart_light_28,smart,57.89,18.29,1281,267,722,40.44,3,7,1,9.57,Anomaly_DoS
59:39.5,smart_light_30,smart,12.24,22.87,485,1473,780,423.53,7,10,1,5.85,Normal
59:40.5,sensor_30,sensor,66.76,60.53,918,454,266,181.42,3,3,0,1.56,Normal
59:41.5,camera_23,camera,74.18,37.69,1062,427,604,36.64,1,0,0,7.29,Anomaly_Injection
59:42.5,camera_31,camera,31.5,36.51,1396,120,465,115.16,4,3,0,13.54,Normal
59:43.5,sensor_41,sensor,87.84,62.1,1328,229,185,440.85,6,5,1,15.84,Anomaly_DoS
59:44.5,sensor_22,sensor,27.83,36.14,130,1344,956,431.58,4,1,0,6.82,Normal
59:45.5,thermostat_31,thermostat,47.01,57.82,652,638,433,377.4,8,8,0,17.41,Normal
59:46.5,thermostat_19,thermostat,29.44,21.81,524,636,703,383.81,9,4,0,7.56,Normal
59:47.5,smart_light_2,smart,42.2,50.66,1232,994,574,331.1,5,9,1,15.18,Normal
59:48.5,smart_light_37,smart,16.02,48.18,1211,460,844,395.76,6,3,0,5.04,Normal
59:49.5,camera_48,camera,78.89,12.25,892,1176,487,69.37,8,4,0,18.18,Normal
59:50.5,camera_48,camera,55.06,69.04,919,864,135,229.66,7,4,1,9.09,Anomaly_Spoofing
59:51.5,smart_light_3,smart,59.42,77.11,555,1244,33,429.28,1,6,1,6.43,Anomaly_DoS
59:52.5,smart_light_41,smart,51.08,58.75,1430,467,89,240.24,4,4,1,12,Anomaly_Injection
59:53.5,camera_20,camera,83.82,58.25,871,376,268,229.32,9,5,1,11.59,Normal
59:54.5,thermostat_16,thermostat,49.57,50.69,1252,1020,927,299.24,2,5,0,0.37,Normal
59:55.5,thermostat_38,thermostat,35.37,14.71,616,289,407,211.62,3,8,1,13.06,Normal
59:56.5,camera_22,camera,44.67,77.01,123,621,777,257.38,9,8,1,3.5,Normal
59:57.5,camera_35,camera,35.28,18.71,377,1012,489,97.79,5,1,0,16.95,Normal
59:58.5,smart_light_41,smart,45.19,10.99,91,662,595,445.54,9,1,1,19.61,Normal
59:59.5,camera_49,camera,54.63,12.68,328,657,880,30.35,5,7,1,13.07,Normal
00:00.5,camera_39,camera,33.06,33.68,588,419,440,95.88,2,7,0,0.74,Normal
00:01.5,sensor_18,sensor,42.91,63.05,764,800,452,300.73,3,3,1,4.15,Normal
00:02.5,sensor_40,sensor,85.36,43.78,1242,1376,616,163.42,7,4,0,8.62,Normal
00:03.5,smart_light_20,smart,87.85,70.85,1224,887,13,419.27,1,2,0,2.45,Normal
00:04.5,sensor_48,sensor,77.09,26.41,1263,362,771,280.24,7,1,0,16.76,Anomaly_Injection
00:05.5,thermostat_45,thermostat,88.72,16.43,1031,1438,376,180.2,7,2,0,8.04,Normal
00:06.5,sensor_23,sensor,27.16,22.11,297,1059,919,406.89,5,6,1,10.57,Anomaly_DoS
00:07.5,thermostat_24,thermostat,59.61,53.5,1453,1331,48,421.17,2,7,0,13.8,Normal
00:08.5,sensor_2,sensor,32.85,68,22,579,26,477.69,1,2,0,3.11,Anomaly_DoS
00:09.5,smart_light_22,smart,53.14,58.46,1096,377,304,135.15,3,4,0,15.64,Normal
00:10.5,thermostat_8,thermostat,85.84,54.69,244,107,242,105.34,6,4,0,13.96,Normal
00:11.5,camera_37,camera,10.37,42.97,938,297,901,283.53,4,1,0,0.37,Normal
00:12.5,smart_light_28,smart,48.74,35.2,1454,574,921,349.31,1,0,0,18.65,Anomaly_Injection
00:13.5,sensor_23,sensor,23.48,43.6,1385,1244,490,119.32,5,2,1,10.95,Normal
00:14.5,sensor_10,sensor,89.75,71.8,1293,1479,525,300.91,5,0,0,2.51,Normal
00:15.5,camera_41,camera,52.02,53.69,363,1176,128,260.96,6,7,0,1.1,Normal
00:16.5,smart_light_22,smart,74.32,32.81,1079,171,622,287.46,2,6,0,12.49,Normal
00:17.5,camera_18,camera,65.31,47.39,872,1332,699,454.86,5,2,1,3.5,Normal
00:18.5,smart_light_4,smart,29.7,23.23,509,721,259,248.3,4,0,1,11.11,Normal
00:19.5,sensor_17,sensor,44.28,42.56,741,1481,558,367.2,4,0,0,6.52,Normal
00:20.5,camera_39,camera,83.33,65.68,877,511,261,140.99,5,2,1,17.5,Normal
00:21.5,camera_37,camera,80.48,65.87,818,360,481,353.47,6,0,1,10.28,Normal
00:22.5,sensor_44,sensor,44.26,66.44,1264,1087,938,394.34,5,0,0,12.34,Normal
00:23.5,sensor_45,sensor,50.35,50.97,1344,458,18,353.91,2,0,0,3.08,Anomaly_DoS
00:24.5,thermostat_2,thermostat,89.4,30.01,313,294,415,216.52,6,8,1,2.07,Normal
00:25.5,camera_40,camera,60.84,44.02,319,1169,476,364.19,9,4,1,7.07,Normal
00:26.5,smart_light_6,smart,81.83,25.03,340,998,107,238.29,2,8,0,11.42,Normal
00:27.5,camera_17,camera,74.55,13.18,625,1098,345,40.02,6,6,1,2.4,Normal
00:28.5,sensor_15,sensor,39.59,84.29,603,1265,860,146.16,6,2,1,18.95,Anomaly_Injection
00:29.5,sensor_15,sensor,58.51,70.99,699,1081,26,397.99,7,8,1,7.18,Normal
00:30.5,sensor_34,sensor,43.36,34.5,791,171,845,249.47,1,7,1,11.06,Normal
00:31.5,sensor_20,sensor,84.44,16.56,193,586,736,310.22,5,9,0,19.85,Normal
00:32.5,camera_6,camera,24.86,71.63,194,277,298,439.09,4,3,0,7.92,Normal
00:33.5,thermostat_2,thermostat,49.26,57.32,641,1444,139,248.32,4,4,0,13.85,Normal
00:34.5,sensor_17,sensor,87.05,31.63,1433,1243,811,55.08,9,4,0,16.78,Normal
00:35.5,thermostat_32,thermostat,64.77,19.59,635,1261,440,229.5,3,9,1,1.02,Normal
00:36.5,camera_50,camera,51.04,68.09,227,1341,557,409.9,7,10,1,2.7,Anomaly_Injection
00:37.5,camera_11,camera,82.53,63.86,63,874,482,432.39,2,2,1,11.82,Normal
00:38.5,sensor_3,sensor,34.82,28.42,43,505,399,234.94,7,2,0,8.07,Normal
00:39.5,thermostat_24,thermostat,25.62,39.86,113,1458,70,116.91,4,9,0,18.67,Normal
00:40.5,sensor_45,sensor,24.3,39.98,1484,907,616,487.58,5,10,0,0.05,Normal
00:41.5,sensor_1,sensor,12.48,61.1,325,722,553,340.33,1,4,0,15.2,Normal
00:42.5,camera_4,camera,83.61,29.18,576,1118,252,280.28,6,2,0,17.59,Normal
00:43.5,camera_27,camera,37.63,46.95,285,468,99,114.87,4,0,1,8.49,Normal
00:44.5,smart_light_26,smart,66.55,44.38,83,1136,535,470.92,6,9,1,10.68,Normal
00:45.5,smart_light_36,smart,33.55,27.73,352,616,175,425.22,8,6,0,14.58,Normal
00:46.5,sensor_34,sensor,13.9,15.39,958,1125,31,159.44,2,3,1,4.63,Anomaly_Spoofing
00:47.5,sensor_32,sensor,51.47,18.19,352,851,510,431.64,2,4,0,7.4,Normal
00:48.5,camera_20,camera,83.95,69.68,900,1155,451,457.13,6,7,0,13.91,Anomaly_Injection
00:49.5,smart_light_45,smart,62.16,60.46,965,119,605,396.03,1,3,1,17.83,Normal
00:50.5,thermostat_42,thermostat,86.18,19.61,807,174,286,318.32,3,3,1,7.31,Normal
00:51.5,thermostat_7,thermostat,69.69,53.12,781,493,705,223.5,9,8,1,12.03,Normal
00:52.5,camera_46,camera,53.07,70.24,733,426,159,289.67,4,5,0,7.95,Anomaly_DoS
00:53.5,smart_light_45,smart,37.95,60.37,783,810,311,314.55,4,3,0,15.39,Anomaly_Injection
00:54.5,camera_17,camera,52.36,31.71,230,1052,374,51.45,9,9,1,7.73,Normal
00:55.5,sensor_19,sensor,69.68,44.42,1337,53,263,281.97,3,6,1,14.85,Anomaly_DoS
00:56.5,sensor_42,sensor,65.07,11.91,904,1255,319,86.89,7,1,0,18.01,Normal
00:57.5,camera_23,camera,62.55,73.45,1498,754,935,185.29,7,4,1,18.03,Normal
00:58.5,camera_11,camera,51.67,56.99,1456,384,359,390.69,4,0,0,10.02,Normal
00:59.5,sensor_40,sensor,14.04,52.41,943,133,247,227.93,8,3,1,0.43,Normal
01:00.5,thermostat_1,thermostat,36.51,10.37,786,753,756,21.88,7,10,1,17.82,Normal
01:01.5,smart_light_33,smart,35.39,35.03,11,649,614,78.89,6,4,0,7.31,Normal
01:02.5,camera_18,camera,63.84,28.83,1164,827,535,254.32,8,10,1,11.09,Normal
01:03.5,sensor_34,sensor,22.77,56.94,775,112,583,58.1,7,7,1,13.1,Anomaly_Spoofing
01:04.5,camera_1,camera,49.46,66.16,428,675,20,494.38,1,6,0,2.09,Anomaly_Spoofing
01:05.5,camera_50,camera,49.59,38.19,803,1254,162,326.98,1,7,0,15.8,Normal
01:06.5,smart_light_14,smart,75.25,38.45,268,1218,909,56.15,6,2,0,18.76,Normal
01:07.5,thermostat_40,thermostat,61.5,71.52,352,162,379,209.65,8,9,0,8.13,Normal
01:08.5,sensor_24,sensor,28.93,76.48,1176,1004,211,118.31,5,9,1,10.62,Normal
01:09.5,camera_25,camera,30.49,19.25,551,649,57,291.03,1,3,0,3.02,Normal
